// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

//evento apollo
1314,PERMETER,Ki Kame,Ki Kame,600,300000,0,14000,100,1,20000,25000,30,40,300,200,300,300,300,300,10,12,1,2,20,0x285,200,500,1500,768,0,0,0,0,0,0,0,581,10000,716,1000,692,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,SOLIDER,Iwa Kame,Iwa Kame,600,300000,0,15000,100,1,20000,25000,30,40,300,200,300,300,300,300,10,12,1,2,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,581,10000,657,10000,655,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// tur_dun02
1319,FREEZER,Koori Kame,Koori Kame,720,350000,0,18000,140,5,25000,30000,30,40,300,200,300,300,300,300,10,12,1,3,20,0x285,200,500,1500,864,0,0,0,0,0,0,0,581,10000,657,10000,654,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// tur_dun03
1318,HEATER,Hi Kame,Hi Kame,850,460000,0,22000,245,1,42000,52000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x281,200,500,1500,864,0,0,0,0,0,0,0,581,10000,657,10000,656,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// tur_dun04
1315,ASSULTER,Shinobi Kame,Shinobi Kame,950,500000,0,22000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,581,10000,657,10000,660,10000,5014,20,0,0,0,0,0,0,0,0,0,0,0,0

// yuno_fild09 Rank A
1988,NEPENTHES,Nephentes,Nephentes,950,500000,0,20000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,535,10000,629,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,HILLSRION,Leão da Montanha,Leão da Montanha,950,500000,0,21000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,628,10000,627,10000,715,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,SIROMA,Filhote de Yeti,Filhote de Yeti,950,500000,0,22000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,627,10000,654,10000,583,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,GARM_BABY,Filhote de Lobo Glacial,Filhote de Lobo Glacial,950,750000,0,21000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,696,10000,654,10000,711,5000,737,100,,0,0,0,0,0,0,0,0,0,0,0

// dic_fild01 Rank B
1777,ICE_TITAN,Golem de Gelo,Golem de Gelo,950,500000,0,18000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,711,10000,654,10000,584,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,SNOWIER,Yeti,Yeti,950,500000,0,19000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,711,10000,654,10000,627,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,DOLOMEDES,Aranha Glacial,Aranha Glacial,950,500000,0,20000,300,1,46000,56000,40,50,300,200,300,300,300,300,10,12,1,2,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,640,3000,641,10000,634,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//
1252,GARM,Lobo Glacial,Lobo Glacial,999,12000000,0,100000,800,1,50000,60000,55,60,1000,300,400,1000,400,300,10,12,1,2,20,0x6283695,200,500,1500,384,10,0,0,0,0,0,0,711,10000,531,5000,637,10000,5010,50,900,300,1309,10000,0,0,0,0,0,0,0,0


// ----------------------- Esgotos -----------------------

// Fild 1
1070,KUKRE,Verme,Verme,10,100,0,100,8,1,100,200,0,10,100,30,50,100,50,20,10,12,0,2,20,0x281,200,500,15008,768,0,0,0,0,0,0,0,574,10000,553,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,FARMILIAR,Morcego,Morcego,80,800,0,100,8,1,190,200,0,10,100,30,50,100,50,20,10,12,0,2,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,542,10000,609,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,TAROU,Rato,Rato,100,2000,0,800,8,1,800,1000,10,20,120,30,120,120,250,120,10,12,1,4,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,594,10000,547,10000,569,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,PLANKTON,Fungo Parasita,Fungo Parasita,160,6000,0,1000,10,1,1100,1300,10,20,120,30,120,120,250,120,10,12,1,4,20,0x281,200,500,1500,768,0,0,0,0,0,0,0,613,10000,558,10000,539,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Fild 2
1509,CRAMP,Ratasana,Ratasana,200,45000,0,1200,20,1,2000,3000,18,28,210,100,210,150,250,20,10,12,1,4,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,569,10000,594,10000,547,10000,728,10000,0,0,0,0,0,0,0,0,0,0,0,0
1194,ARCLOUSE,Tatu Bola,Tatu Bola,230,50000,0,1600,25,1,3000,4000,18,28,210,100,210,150,250,20,10,12,1,2,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,621,10000,558,10000,563,10000,541,10000,0,0,0,0,0,0,0,0,0,0,0,0
1111,DRAINLIAR,Morcego Raivoso,Morcego Raivoso,280,60000,0,2000,30,1,4000,5000,18,28,210,100,210,150,250,20,10,12,1,2,20,0x285,200,500,1500,500,0,0,0,0,0,0,0,542,10000,727,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,WHISPER,Fantasma,Fantasma,310,65000,0,3000,35,1,5000,6000,20,30,210,100,210,150,250,20,10,12,1,4,20,0x281,200,500,1500,500,0,0,0,0,0,0,0,619,10000,625,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Fild 3
1987,CENTIPEDE,Lacraia,Lacraia,340,70000,0,4000,45,1,6000,7000,20,30,210,100,210,150,250,20,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,610,10000,541,10000,563,10000,574,10000,0,0,0,0,0,0,0,0,0,0,0,0
1186,WHISPER_BOSS,Aparição,Aparição,360,75000,0,4500,50,1,6500,7500,20,30,210,100,210,150,250,20,10,12,1,3,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,619,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,TIYANAK,Demônio do Esgoto,Demônio do Esgoto,380,80000,0,5000,55,1,7000,8000,20,30,210,100,210,150,250,20,10,12,1,2,20,0x285,200,500,1500,384,0,0,0,0,0,0,0,577,10000,576,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,NECROMANCER,Coletor de Ossos,Coletor de Ossos,380,80000,0,5000,55,1,7000,8000,20,30,210,100,210,150,250,20,10,12,1,2,20,0x281,200,500,1500,384,0,0,0,0,0,0,0,514,5000,714,10000,554,10000,5015,40,0,0,0,0,0,0,0,0,0,0,0,0

//-----------------------Raid Orc------------------------------
1153,Orc,Orc,Orc,999,20000000,0,0,0,1,2000,3000,40,40,700,200,89,400,500,50,10,12,1,7,80,0x3885,300,50,384,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
// ----------------------- Raid Grande Ponte -----------------------

1290,Tazuna,Tazuna,Tazuna,999,1000000,0,0,0,2,1,1,30,80,1200,300,400,300,2000,2000,10,12,1,7,26,1,200,10,1152,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Facil
1291,Capanga,Capanga,Capanga,400,400000,0,0,0,1,8000,10000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Haku,Haku,Haku,500,1000000,0,0,0,1,15000,18000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,Zabuza,Zabuza,Zabuza,500,2000000,0,0,0,1,18000,20000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Medio
1297,Capanga,Capanga,Capanga,400,700000,0,0,0,1,10000,15000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Haku,Haku,Haku,999,10000000,0,0,0,1,18000,20000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Zabuza,Zabuza,Zabuza,850,15000000,0,0,0,1,20000,25000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Dificil
1301,Capanga,Capanga,Capanga,400,1000000,0,0,0,1,15000,18000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,Haku,Haku,Haku,999,25000000,0,0,0,1,20000,24000,30,50,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Zabuza,Zabuza,Zabuza,850,50000000,0,0,0,1,25000,28000,30,50,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// ----------------------- Raid Exame Chunin -----------------------

1226,Ninja_da_Grama,Ninja da Grama,Ninja da Grama,400,400000,0,0,0,1,8000,10000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Ninja_da_Grama,Ninja da Grama,Ninja da Grama,400,700000,0,0,0,1,10000,15000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Ninja_da_Grama,Ninja da Grama,Ninja da Grama,999,1000000,0,0,0,1,15000,18000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1229,Ninja_da_Chuva,Ninja da Chuva,Ninja da Chuva,400,400000,0,0,0,1,8000,10000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Ninja_da_Chuva,Ninja da Chuva,Ninja da Chuva,400,700000,0,0,0,1,10000,15000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Ninja_da_Chuva,Ninja da Chuva,Ninja da Chuva,999,1000000,0,0,0,1,15000,18000,40,40,400,200,50,400,600,200,10,12,1,7,26,0x285,300,17,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1233,Cobra_Gigante,Cobra Gigante,Cobra Gigante,500,1000000,0,0,0,1,15000,18000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Cobra_Gigante,Cobra Gigante,Cobra Gigante,999,10000000,0,0,0,1,18000,20000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Cobra_Gigante,Cobra Gigante,Cobra Gigante,999,25000000,0,0,0,1,20000,24000,30,50,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1236,Ninja_Misterioso,Ninja Misterioso,Ninja Misterioso,500,2000000,0,0,0,1,18000,20000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Ninja_Misterioso,Ninja Misterioso,Ninja Misterioso,900,15000000,0,0,0,1,20000,25000,30,30,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Ninja_Misterioso,Ninja Misterioso,Ninja Misterioso,999,50000000,0,0,0,1,25000,28000,30,40,700,200,50,700,600,200,10,12,1,7,26,0x6283695,300,100,500,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1239,POPORING,Poporing,Poporing,30,524,1,198,224,1,74,20,36,17,17,26,20,18,36,5,10,12,1,3,25,0x83,300,1672,672,480,0,0,0,0,0,0,0,938,0,0,0,0,0,0,200,512,5,1207,5,512,250,0,0,0,0,4033,1

// ----------------------- Chunin Shiken -----------------------

1028,Exame_Chunin,Exame Chunin,Exame Chunin,400,150000,0,0,0,1,1000,2000,20,30,210,100,210,150,250,20,10,12,1,6,20,0x281,200,500,1500,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,Exame_Chunin2,Exame Chunin,Exame Chunin,400,150000,0,0,0,1,1000,2000,20,30,210,100,210,150,250,20,10,12,1,4,20,0x281,200,500,1500,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


// ----------- KG Mobs -----------

// Kugutsu
1518,Karasu,Karasu1,Karasu1,300,1000000,0,0,0,1,2000,3000,10,10,400,200,80,50,2000,50,10,12,1,7,80,0x3885,300,50,390,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1519,Karasu,Karasu2,Karasu2,500,4000000,0,0,0,1,3000,3000,20,20,400,200,80,50,2000,50,10,12,1,7,80,0x3885,300,50,384,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Kuroari,Kuroari2,Kuroari2,500,4000000,0,0,0,1,2000,3000,20,20,400,200,80,50,2000,50,10,12,1,7,80,0x3885,300,50,384,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1520,Karasu,Karasu3,Karasu3,999,20000000,0,0,0,1,2000,3000,40,40,700,200,89,400,500,50,10,12,1,7,80,0x3885,300,50,384,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,Kuroari,Kuroari3,Kuroari3,999,20000000,0,0,0,1,2000,3000,40,40,700,200,89,400,500,50,10,12,1,7,80,0x3885,300,50,384,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Sanshoou,Sanshoou3,Sanshoou3,999,20000000,0,0,0,1,2000,3000,40,40,700,200,89,400,500,50,10,12,1,7,80,0x3885,300,50,384,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

3599,Karasu,Karasu1,Karasu1,999,600000000,1300000,0,0,5,40000,40000,500,50,600,600,600,885,600,600,10,12,2,2,40,0x9D,250,1500,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,Karasu,Karasu2,Karasu2,999,150000000,0,100000,0,1,32000,32000,60,30,800,200,50,999,900,200,10,12,1,7,80,103298709,120,100,100,100,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Ibuse
//1658,Salamandra,Salamandra,Salamandra,999,7500000,0,0,0,1,31000,32000,65,60,1200,100,1,900,2000,600,10,12,2,0,26,0x89,160,140,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,Salamandra,Salamandra,Salamandra,999,8500000,0,0,0,1,31000,32000,65,60,1200,100,1,900,2000,600,10,12,1,7,80,0x3695,180,480,480,120,0,0,0,0,0,0,0,739,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Deidara
1011,C1,C1,C1,1,20000,0,0,0,1,1,1,30,80,1,1,1,1,600,1,10,12,1,7,26,0x00000F85,800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,C1,C1,C1,1,50000,0,0,0,1,1,1,30,80,1,1,1,1,600,1,10,12,1,7,26,0x00000F85,800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,C1,C1,C1,1,100000,0,0,0,1,1,1,30,80,1,1,1,1,600,1,10,12,1,7,26,0x00000F85,800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,C1,C1,C1,1,300000,0,0,0,1,1,1,30,80,1,1,1,1,600,1,10,12,1,7,26,0x00000F85,800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1033,C2,C2,C2,1,7500000,0,0,0,1,31000,32000,20,20,1200,200,900,400,2000,50,10,12,1,7,80,0x3695,300,50,384,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,C2,C2,C2,1,8000000,0,0,0,1,31000,32000,20,20,1200,200,900,400,2000,50,10,12,1,7,80,0x3695,300,50,384,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,C2,C2,C2,1,8000000,0,0,0,1,31000,32000,20,20,1200,200,900,400,2000,50,10,12,1,7,80,0x3695,300,50,384,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

1036,C3,C3,C3,1,1950000,0,0,0,2,1,1,99,99,1,5000,1,5000,1,1,10,12,1,7,26,0x0,800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Doki
1657,Doki1,Doki1,Doki1,999,2000000,0,0,0,1,14000,24000,50,50,600,100,5,100,550,200,10,12,2,2,40,0x3885,150,366,332,288,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,

1993,Doki1,Doki2,Doki2,999,3000000,0,0,0,1,14000,24000,50,50,700,100,1,100,550,500,10,12,2,2,40,0x3885,100,321,276,288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Doki2,Doki2,Doki2,999,3000000,0,0,0,1,14000,24000,50,50,700,100,1,100,550,500,10,12,2,2,40,0x3885,100,321,276,288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,

1994,Doki1,Doki3,Doki3,999,7500000,0,0,0,1,14000,24000,50,50,700,100,1,100,550,500,10,12,2,2,40,0x3885,100,321,276,288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Doki2,Doki3,Doki3,999,7500000,0,0,0,1,14000,24000,50,50,700,100,1,100,550,500,10,12,2,2,40,0x3885,100,321,276,288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Doki3,Doki3,Doki3,999,7500000,0,0,0,1,14000,24000,50,50,700,100,1,100,550,500,10,12,2,2,40,0x3885,100,321,276,288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,


// ----------- Kuchiyose -----------
// Kuchy Sapo
1790,Girino,Girino,Girino,999,3000000,1,0,0,1,15000,15000,15,15,600,600,600,540,600,600,10,12,0,2,21,137,100,1500,672,480,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
1789,Gama-Kishi,Gama-Kishi,Gama-Kishi,999,6000000,250000,0,0,1,25000,25000,25,25,600,600,600,699,600,600,10,12,1,2,21,0x308D,100,1500,672,480,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
1788,Gama-Bunta,Gama-Bunta,Gama-Bunta,999,9000000,1300000,0,0,5,40000,40000,50,50,600,600,600,885,600,600,10,12,2,2,40,0x9D,250,1500,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Kuchy Lesma
1916,Filhote_Katsuyo,Filhote Katsuyo,Filhote katsuyo,999,3000000,1,0,0,1,15000,15000,15,15,600,600,600,540,600,600,10,12,0,2,20,0x9,100,1500,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Namekuji,Namekuji,Namekuji,999,6000000,1,0,0,1,25000,25000,25,25,600,600,600,699,600,600,10,12,1,2,21,0x9,100,1500,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Katsuyo,Katsuyo,Katsuyo,999,9000000,1,0,0,1,40000,40000,50,50,600,600,600,885,600,600,1,1,2,2,20,0x29,200,768,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Kuchy Cobra
1781,Jya,Jya,Jya,999,3000000,1,0,0,1,15000,15000,15,15,600,600,600,540,600,600,10,12,0,2,20,137,100,1500,672,480,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
1772,Kyodaija,Kyodaija,Kyodaija,999,6000000,1,0,0,1,25000,25000,25,25,600,600,600,699,600,600,10,12,0,2,20,0x308D,200,1000,816,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Manda,Manda,Manda,999,9000000,1,0,0,1,40000,40000,50,50,600,600,600,885,600,600,10,12,2,3,40,0x9D,400,800,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Kuchy Tataruga
1220,Filhote_Tartaruga,Filhote Tartaruga,Filhote Tartaruga,999,5000000,1,0,0,1,15000,15000,15,15,600,600,600,540,600,600,10,12,0,2,20,0x28D,350,1500,680,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,Tartaruga,Tartaruga,Tartaruga,999,10000000,1,0,0,1,25000,25000,25,25,600,600,600,699,600,600,10,4,0,2,20,0x318D,200,500,816,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,Ninkame,Ninkame,Ninkame,999,20000000,1,0,0,1,40000,40000,50,50,600,600,600,885,600,600,10,4,1,2,80,0x9D,240,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Kuchy Macaco
1327,Onbba,Onbba,Onbba,999,500000,1,0,0,1,15000,15000,10,5,150,100,100,175,150,100,10,12,0,2,20,0x368D,200,1500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Saru,Saru,Saru,999,1000000,1,0,0,1,25000,25000,20,5,270,150,200,275,2000,150,10,12,0,2,20,0x309D,300,1000,578,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Enma,Enma,Enma,999,1000000000,1,0,0,1,4000000000000000,4000000000000000,30000000,20000000,500000000,3400000000,3000000000,5000000000,50000000,1000,10,12,2,2,20,0xE9D,200,500,54,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

/ Kuchy Cachorro
1324,Akino,Akino,Akino,999,3000000,1,0,0,1,15000,15000,15,15,600,600,600,540,600,600,10,12,0,2,20,137,100,1500,672,480,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
1325,Pakkun,Pakkun,Pakkun,999,6000000,1,0,0,1,25000,25000,25,25,600,600,600,699,600,600,10,12,0,2,20,0x308D,200,1000,816,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Baru,Baru,Baru,999,9000000,1,0,0,1,40000,40000,50,50,600,600,600,885,600,600,10,12,2,3,40,0x9D,400,800,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Kuchy Aranha
1223,Filhote_Aranha,Filhote Aranha,Filhote Aranha,100,500000,50000,0,0,1,500,700,10,5,150,100,100,175,150,100,10,12,0,2,20,0x28D,350,1500,680,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Aranha2,Aranha,Aranha,500,1000000,250000,0,0,1,3000,7000,20,5,270,100,200,275,2000,150,10,4,0,2,20,0x318D,200,500,816,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Kyodaigumo,Kyodaigumo,Kyodaigumo,999,2000000,1300000,0,0,1,10000,15000,40,35,502,340,300,1500,1000,1000,10,4,1,2,80,0x19D,240,76,300,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Biju
